year,exra,nao,location,code,elevation,climate.region,N,E
2015,39.6,4.09,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1989,23.4,2.38,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
1990,42.3,3.88,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
1991,26.4,1.14,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
1992,38.1,2.54,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
1993,35.7,1.71,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
1994,48.6,2.86,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
1995,70.4,-1.11,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
1996,36.7,-1.98,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
1997,37.1,-0.93,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
1998,31.9,1.03,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
1999,32.3,2.25,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
2000,31.4,1.18,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
2001,51.3,-1.91,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
2002,47.1,1,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
2003,28,-0.09,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
2004,37.1,0.7,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
2005,31.7,-1.35,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
2006,41,-0.2,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
2007,43.6,1.35,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
2008,41.3,1.72,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
2009,63.6,0.72,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
2010,32,-5.96,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
2011,27.7,2.95,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
2012,28.3,-0.25,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
2013,64.5,0.9,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
2014,32.9,2.97,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
2015,63.3,4.09,Leibstadt,LEI,341,Eastern Jura,47.6,8.19
1981,75.3,-0.55,Lugano,LUG,273,Alpine south side,46,8.96
1982,99,2.63,Lugano,LUG,273,Alpine south side,46,8.96
1983,78.1,0.38,Lugano,LUG,273,Alpine south side,46,8.96
1984,85.2,2.17,Lugano,LUG,273,Alpine south side,46,8.96
1985,69.2,-3.09,Lugano,LUG,273,Alpine south side,46,8.96
1986,91,3.14,Lugano,LUG,273,Alpine south side,46,8.96
1987,85.7,-3.01,Lugano,LUG,273,Alpine south side,46,8.96
1988,42.2,-0.13,Lugano,LUG,273,Alpine south side,46,8.96
1989,65.9,2.38,Lugano,LUG,273,Alpine south side,46,8.96
1990,77.6,3.88,Lugano,LUG,273,Alpine south side,46,8.96
1991,108,1.14,Lugano,LUG,273,Alpine south side,46,8.96
1992,71,2.54,Lugano,LUG,273,Alpine south side,46,8.96
1993,67.2,1.71,Lugano,LUG,273,Alpine south side,46,8.96
1994,171.8,2.86,Lugano,LUG,273,Alpine south side,46,8.96
1995,161.5,-1.11,Lugano,LUG,273,Alpine south side,46,8.96
1996,90.4,-1.98,Lugano,LUG,273,Alpine south side,46,8.96
1997,82.9,-0.93,Lugano,LUG,273,Alpine south side,46,8.96
1998,127.8,1.03,Lugano,LUG,273,Alpine south side,46,8.96
1999,64.2,2.25,Lugano,LUG,273,Alpine south side,46,8.96
2000,128,1.18,Lugano,LUG,273,Alpine south side,46,8.96
2001,93.5,-1.91,Lugano,LUG,273,Alpine south side,46,8.96
2002,106.8,1,Lugano,LUG,273,Alpine south side,46,8.96
2003,77.6,-0.09,Lugano,LUG,273,Alpine south side,46,8.96
2004,62,0.7,Lugano,LUG,273,Alpine south side,46,8.96
2005,46.5,-1.35,Lugano,LUG,273,Alpine south side,46,8.96
2006,76.3,-0.2,Lugano,LUG,273,Alpine south side,46,8.96
2007,77.6,1.35,Lugano,LUG,273,Alpine south side,46,8.96
2008,117.7,1.72,Lugano,LUG,273,Alpine south side,46,8.96
2009,127.8,0.72,Lugano,LUG,273,Alpine south side,46,8.96
2010,64.7,-5.96,Lugano,LUG,273,Alpine south side,46,8.96
2011,99.8,2.95,Lugano,LUG,273,Alpine south side,46,8.96
2012,52.6,-0.25,Lugano,LUG,273,Alpine south side,46,8.96
2013,62,0.9,Lugano,LUG,273,Alpine south side,46,8.96
2014,113.6,2.97,Lugano,LUG,273,Alpine south side,46,8.96
2015,90.4,4.09,Lugano,LUG,273,Alpine south side,46,8.96
1981,58.2,-0.55,Luzern,LUZ,454,Central plateau,47.04,8.3
1982,32.3,2.63,Luzern,LUZ,454,Central plateau,47.04,8.3
1983,35.8,0.38,Luzern,LUZ,454,Central plateau,47.04,8.3
1984,56.8,2.17,Luzern,LUZ,454,Central plateau,47.04,8.3
1985,42.7,-3.09,Luzern,LUZ,454,Central plateau,47.04,8.3
1986,40.5,3.14,Luzern,LUZ,454,Central plateau,47.04,8.3
1987,54.9,-3.01,Luzern,LUZ,454,Central plateau,47.04,8.3
1988,57.4,-0.13,Luzern,LUZ,454,Central plateau,47.04,8.3
1989,37.7,2.38,Luzern,LUZ,454,Central plateau,47.04,8.3
1990,50.6,3.88,Luzern,LUZ,454,Central plateau,47.04,8.3
1991,38.6,1.14,Luzern,LUZ,454,Central plateau,47.04,8.3
1992,45.6,2.54,Luzern,LUZ,454,Central plateau,47.04,8.3
1993,94.4,1.71,Luzern,LUZ,454,Central plateau,47.04,8.3
1994,52.6,2.86,Luzern,LUZ,454,Central plateau,47.04,8.3
1995,42.2,-1.11,Luzern,LUZ,454,Central plateau,47.04,8.3
1996,63.1,-1.98,Luzern,LUZ,454,Central plateau,47.04,8.3
1997,53.2,-0.93,Luzern,LUZ,454,Central plateau,47.04,8.3
1998,46.9,1.03,Luzern,LUZ,454,Central plateau,47.04,8.3
1999,35,2.25,Luzern,LUZ,454,Central plateau,47.04,8.3
2000,40.3,1.18,Luzern,LUZ,454,Central plateau,47.04,8.3
2001,43.8,-1.91,Luzern,LUZ,454,Central plateau,47.04,8.3
2002,111.7,1,Luzern,LUZ,454,Central plateau,47.04,8.3
2003,33.2,-0.09,Luzern,LUZ,454,Central plateau,47.04,8.3
2004,41.8,0.7,Luzern,LUZ,454,Central plateau,47.04,8.3
2005,74.4,-1.35,Luzern,LUZ,454,Central plateau,47.04,8.3
2006,52.7,-0.2,Luzern,LUZ,454,Central plateau,47.04,8.3
2007,52.9,1.35,Luzern,LUZ,454,Central plateau,47.04,8.3
2008,46,1.72,Luzern,LUZ,454,Central plateau,47.04,8.3
2009,44,0.72,Luzern,LUZ,454,Central plateau,47.04,8.3
2010,57.9,-5.96,Luzern,LUZ,454,Central plateau,47.04,8.3
2011,40.4,2.95,Luzern,LUZ,454,Central plateau,47.04,8.3
2012,44.8,-0.25,Luzern,LUZ,454,Central plateau,47.04,8.3
2013,44.2,0.9,Luzern,LUZ,454,Central plateau,47.04,8.3
2014,54.7,2.97,Luzern,LUZ,454,Central plateau,47.04,8.3
2015,39.6,4.09,Luzern,LUZ,454,Central plateau,47.04,8.3
1981,140.1,-0.55,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1982,96.9,2.63,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1983,204.4,0.38,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1984,182.8,2.17,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1985,92.2,-3.09,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1986,83.9,3.14,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1987,138.9,-3.01,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1988,122.9,-0.13,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1989,81,2.38,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1990,93.3,3.88,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1991,236,1.14,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1992,78.1,2.54,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1993,101.7,1.71,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1994,108.8,2.86,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1995,89.2,-1.11,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1996,84.8,-1.98,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1997,118.8,-0.93,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1998,194.8,1.03,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1999,102.5,2.25,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
2000,90.3,1.18,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
2001,146.6,-1.91,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
2002,226.6,1,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
2003,120.8,-0.09,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
2004,95.4,0.7,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
2005,68.9,-1.35,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
2006,97.4,-0.2,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
2007,68.4,1.35,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
2008,100.3,1.72,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
2009,84.4,0.72,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
2010,63.5,-5.96,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
2011,86.2,2.95,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
2012,106.5,-0.25,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
2013,86.4,0.9,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
2014,106.5,2.97,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
2015,73.5,4.09,Magadino.Cadenazzo,MAG,203,Alpine south side,46.16,8.93
1983,39.3,0.38,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1984,49.5,2.17,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1985,41.7,-3.09,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1986,51.4,3.14,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1987,54.8,-3.01,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1988,45.5,-0.13,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1989,38.9,2.38,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1990,84.2,3.88,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1991,47.3,1.14,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1992,42.9,2.54,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1993,34.9,1.71,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1994,34.8,2.86,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1995,31.3,-1.11,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1996,32,-1.98,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1997,35.5,-0.93,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1998,24.6,1.03,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1999,34.6,2.25,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
2000,23,1.18,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
2001,28.4,-1.91,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
2002,45.7,1,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
2003,37.2,-0.09,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
2004,31,0.7,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
2005,61.1,-1.35,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
2006,49.1,-0.2,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
2007,49.5,1.35,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
2008,30.2,1.72,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
2009,32.1,0.72,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
2010,40.2,-5.96,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
2011,34.4,2.95,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
2012,39.5,-0.25,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
2013,54.6,0.9,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
2014,82.8,2.97,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
2015,43,4.09,Le Moleson,MLS,1974,Western Alpine north slope,46.55,7.02
1989,36.9,2.38,Muehleberg,MUB,480,Central plateau,46.97,7.28
1990,58.8,3.88,Muehleberg,MUB,480,Central plateau,46.97,7.28
1991,45,1.14,Muehleberg,MUB,480,Central plateau,46.97,7.28
1992,35.6,2.54,Muehleberg,MUB,480,Central plateau,46.97,7.28
1993,35.3,1.71,Muehleberg,MUB,480,Central plateau,46.97,7.28
1994,35.6,2.86,Muehleberg,MUB,480,Central plateau,46.97,7.28
1995,40.2,-1.11,Muehleberg,MUB,480,Central plateau,46.97,7.28
1996,37.7,-1.98,Muehleberg,MUB,480,Central plateau,46.97,7.28
1997,46.6,-0.93,Muehleberg,MUB,480,Central plateau,46.97,7.28
1998,32.9,1.03,Muehleberg,MUB,480,Central plateau,46.97,7.28
1999,43,2.25,Muehleberg,MUB,480,Central plateau,46.97,7.28
2000,39.9,1.18,Muehleberg,MUB,480,Central plateau,46.97,7.28
2001,34.5,-1.91,Muehleberg,MUB,480,Central plateau,46.97,7.28
2002,31,1,Muehleberg,MUB,480,Central plateau,46.97,7.28
2003,43.5,-0.09,Muehleberg,MUB,480,Central plateau,46.97,7.28
2004,36.6,0.7,Muehleberg,MUB,480,Central plateau,46.97,7.28
2005,56.4,-1.35,Muehleberg,MUB,480,Central plateau,46.97,7.28
2006,41.4,-0.2,Muehleberg,MUB,480,Central plateau,46.97,7.28
2007,71,1.35,Muehleberg,MUB,480,Central plateau,46.97,7.28
2008,42.8,1.72,Muehleberg,MUB,480,Central plateau,46.97,7.28
2009,51.9,0.72,Muehleberg,MUB,480,Central plateau,46.97,7.28
2010,55.6,-5.96,Muehleberg,MUB,480,Central plateau,46.97,7.28
2011,25.7,2.95,Muehleberg,MUB,480,Central plateau,46.97,7.28
2012,26.8,-0.25,Muehleberg,MUB,480,Central plateau,46.97,7.28
2013,58,0.9,Muehleberg,MUB,480,Central plateau,46.97,7.28
2014,42.5,2.97,Muehleberg,MUB,480,Central plateau,46.97,7.28
2015,30.3,4.09,Muehleberg,MUB,480,Central plateau,46.97,7.28
1981,45.1,-0.55,Montana,MVE,1427,Valais,46.3,7.46
1982,35.9,2.63,Montana,MVE,1427,Valais,46.3,7.46
1983,47.7,0.38,Montana,MVE,1427,Valais,46.3,7.46
1984,45.8,2.17,Montana,MVE,1427,Valais,46.3,7.46
1985,50.1,-3.09,Montana,MVE,1427,Valais,46.3,7.46
1986,44.5,3.14,Montana,MVE,1427,Valais,46.3,7.46
1987,31.9,-3.01,Montana,MVE,1427,Valais,46.3,7.46
1988,57.6,-0.13,Montana,MVE,1427,Valais,46.3,7.46
1989,31.7,2.38,Montana,MVE,1427,Valais,46.3,7.46
1990,66.4,3.88,Montana,MVE,1427,Valais,46.3,7.46
1991,86.6,1.14,Montana,MVE,1427,Valais,46.3,7.46
1992,36.7,2.54,Montana,MVE,1427,Valais,46.3,7.46
1993,41.6,1.71,Montana,MVE,1427,Valais,46.3,7.46
1994,34,2.86,Montana,MVE,1427,Valais,46.3,7.46
1995,82.2,-1.11,Montana,MVE,1427,Valais,46.3,7.46
1996,46.5,-1.98,Montana,MVE,1427,Valais,46.3,7.46
1997,48.6,-0.93,Montana,MVE,1427,Valais,46.3,7.46
1998,41.8,1.03,Montana,MVE,1427,Valais,46.3,7.46
1999,53.3,2.25,Montana,MVE,1427,Valais,46.3,7.46
2000,30.8,1.18,Montana,MVE,1427,Valais,46.3,7.46
2001,44.5,-1.91,Montana,MVE,1427,Valais,46.3,7.46
2002,40.2,1,Montana,MVE,1427,Valais,46.3,7.46
2003,34.4,-0.09,Montana,MVE,1427,Valais,46.3,7.46
2004,46.9,0.7,Montana,MVE,1427,Valais,46.3,7.46
2005,32.4,-1.35,Montana,MVE,1427,Valais,46.3,7.46
2006,36,-0.2,Montana,MVE,1427,Valais,46.3,7.46
2007,60.3,1.35,Montana,MVE,1427,Valais,46.3,7.46
2008,30.8,1.72,Montana,MVE,1427,Valais,46.3,7.46
2009,43.2,0.72,Montana,MVE,1427,Valais,46.3,7.46
2010,23.8,-5.96,Montana,MVE,1427,Valais,46.3,7.46
2011,43.2,2.95,Montana,MVE,1427,Valais,46.3,7.46
2012,27.4,-0.25,Montana,MVE,1427,Valais,46.3,7.46
2013,32.3,0.9,Montana,MVE,1427,Valais,46.3,7.46
2014,43.8,2.97,Montana,MVE,1427,Valais,46.3,7.46
2015,48.9,4.09,Montana,MVE,1427,Valais,46.3,7.46
1981,46.1,-0.55,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1982,46.7,2.63,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1983,41.8,0.38,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1984,55.3,2.17,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1985,44.4,-3.09,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1986,36.9,3.14,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1987,43.4,-3.01,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1988,54,-0.13,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1989,47.4,2.38,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1990,68.9,3.88,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1991,39.2,1.14,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1992,42.9,2.54,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1993,47.6,1.71,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1994,75.1,2.86,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1995,52.3,-1.11,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1996,44.6,-1.98,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1997,41.6,-0.93,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1998,54.4,1.03,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1999,56.3,2.25,Napf,"NAP",1404,Central Alpine north slope,47,7.94
2000,40.8,1.18,Napf,"NAP",1404,Central Alpine north slope,47,7.94
2001,44.7,-1.91,Napf,"NAP",1404,Central Alpine north slope,47,7.94
2002,52.6,1,Napf,"NAP",1404,Central Alpine north slope,47,7.94
2003,42.2,-0.09,Napf,"NAP",1404,Central Alpine north slope,47,7.94
2004,43.8,0.7,Napf,"NAP",1404,Central Alpine north slope,47,7.94
2005,83.7,-1.35,Napf,"NAP",1404,Central Alpine north slope,47,7.94
2006,77,-0.2,Napf,"NAP",1404,Central Alpine north slope,47,7.94
2007,57.4,1.35,Napf,"NAP",1404,Central Alpine north slope,47,7.94
2008,52.6,1.72,Napf,"NAP",1404,Central Alpine north slope,47,7.94
2009,69.3,0.72,Napf,"NAP",1404,Central Alpine north slope,47,7.94
2010,46.4,-5.96,Napf,"NAP",1404,Central Alpine north slope,47,7.94
2011,39.9,2.95,Napf,"NAP",1404,Central Alpine north slope,47,7.94
2012,68.3,-0.25,Napf,"NAP",1404,Central Alpine north slope,47,7.94
2013,43.8,0.9,Napf,"NAP",1404,Central Alpine north slope,47,7.94
2014,58.2,2.97,Napf,"NAP",1404,Central Alpine north slope,47,7.94
2015,47.2,4.09,Napf,"NAP",1404,Central Alpine north slope,47,7.94
1981,37,-0.55,Neuchatel,NEU,485,Western plateau,47,6.95
1982,38.9,2.63,Neuchatel,NEU,485,Western plateau,47,6.95
1983,69,0.38,Neuchatel,NEU,485,Western plateau,47,6.95
1984,28,2.17,Neuchatel,NEU,485,Western plateau,47,6.95
1985,42.7,-3.09,Neuchatel,NEU,485,Western plateau,47,6.95
1986,34.7,3.14,Neuchatel,NEU,485,Western plateau,47,6.95
1987,61.1,-3.01,Neuchatel,NEU,485,Western plateau,47,6.95
1988,115.4,-0.13,Neuchatel,NEU,485,Western plateau,47,6.95
1989,28.2,2.38,Neuchatel,NEU,485,Western plateau,47,6.95
1990,36,3.88,Neuchatel,NEU,485,Western plateau,47,6.95
1991,46.2,1.14,Neuchatel,NEU,485,Western plateau,47,6.95
1992,34.9,2.54,Neuchatel,NEU,485,Western plateau,47,6.95
1993,42.3,1.71,Neuchatel,NEU,485,Western plateau,47,6.95
1994,38.1,2.86,Neuchatel,NEU,485,Western plateau,47,6.95
1995,26.7,-1.11,Neuchatel,NEU,485,Western plateau,47,6.95
1996,54,-1.98,Neuchatel,NEU,485,Western plateau,47,6.95
1997,56.6,-0.93,Neuchatel,NEU,485,Western plateau,47,6.95
1998,27.4,1.03,Neuchatel,NEU,485,Western plateau,47,6.95
1999,47.8,2.25,Neuchatel,NEU,485,Western plateau,47,6.95
2000,37.7,1.18,Neuchatel,NEU,485,Western plateau,47,6.95
2001,31.8,-1.91,Neuchatel,NEU,485,Western plateau,47,6.95
2002,46.6,1,Neuchatel,NEU,485,Western plateau,47,6.95
2003,41.3,-0.09,Neuchatel,NEU,485,Western plateau,47,6.95
2004,44.3,0.7,Neuchatel,NEU,485,Western plateau,47,6.95
2005,41.7,-1.35,Neuchatel,NEU,485,Western plateau,47,6.95
2006,51,-0.2,Neuchatel,NEU,485,Western plateau,47,6.95
2007,91.1,1.35,Neuchatel,NEU,485,Western plateau,47,6.95
2008,48.9,1.72,Neuchatel,NEU,485,Western plateau,47,6.95
2009,39.1,0.72,Neuchatel,NEU,485,Western plateau,47,6.95
2010,27.7,-5.96,Neuchatel,NEU,485,Western plateau,47,6.95
2011,33.1,2.95,Neuchatel,NEU,485,Western plateau,47,6.95
2012,38.7,-0.25,Neuchatel,NEU,485,Western plateau,47,6.95
2013,82.1,0.9,Neuchatel,NEU,485,Western plateau,47,6.95
2014,34.5,2.97,Neuchatel,NEU,485,Western plateau,47,6.95
2015,41,4.09,Neuchatel,NEU,485,Western plateau,47,6.95
1981,219.5,-0.55,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1982,141,2.63,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1983,200.3,0.38,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1984,149.3,2.17,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1985,107.8,-3.09,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1986,76.4,3.14,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1987,164,-3.01,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1988,234,-0.13,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1989,80.2,2.38,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1990,101.4,3.88,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1991,258.1,1.14,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1992,79.4,2.54,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1993,138,1.71,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1994,98.5,2.86,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1995,83.8,-1.11,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1996,82.5,-1.98,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1997,159.4,-0.93,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1998,141.1,1.03,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1999,132.9,2.25,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
2000,79,1.18,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
2001,87.9,-1.91,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
2002,176.8,1,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
2003,125.6,-0.09,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
2004,122,0.7,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
2005,89.7,-1.35,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
2006,149.2,-0.2,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
2007,76.3,1.35,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
2008,73.4,1.72,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
2009,165.9,0.72,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
2010,85.3,-5.96,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
2011,92.2,2.95,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
2012,73.9,-0.25,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
2013,131.6,0.9,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
2014,135.7,2.97,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
2015,86.4,4.09,Locarno.Monti,OTL,367,Alpine south side,46.17,8.79
1981,34.7,-0.55,Payerne,PAY,490,Western plateau,46.81,6.94
1982,44.6,2.63,Payerne,PAY,490,Western plateau,46.81,6.94
1983,48.5,0.38,Payerne,PAY,490,Western plateau,46.81,6.94
1984,45.8,2.17,Payerne,PAY,490,Western plateau,46.81,6.94
1985,42.7,-3.09,Payerne,PAY,490,Western plateau,46.81,6.94
1986,42.6,3.14,Payerne,PAY,490,Western plateau,46.81,6.94
1987,58.9,-3.01,Payerne,PAY,490,Western plateau,46.81,6.94
1988,46.7,-0.13,Payerne,PAY,490,Western plateau,46.81,6.94
1989,28.5,2.38,Payerne,PAY,490,Western plateau,46.81,6.94
1990,35.6,3.88,Payerne,PAY,490,Western plateau,46.81,6.94
1991,52,1.14,Payerne,PAY,490,Western plateau,46.81,6.94
1992,36.9,2.54,Payerne,PAY,490,Western plateau,46.81,6.94
1993,34.2,1.71,Payerne,PAY,490,Western plateau,46.81,6.94
1994,42.6,2.86,Payerne,PAY,490,Western plateau,46.81,6.94
1995,67,-1.11,Payerne,PAY,490,Western plateau,46.81,6.94
1996,34.3,-1.98,Payerne,PAY,490,Western plateau,46.81,6.94
1997,46,-0.93,Payerne,PAY,490,Western plateau,46.81,6.94
1998,38.4,1.03,Payerne,PAY,490,Western plateau,46.81,6.94
1999,40.6,2.25,Payerne,PAY,490,Western plateau,46.81,6.94
2000,39.1,1.18,Payerne,PAY,490,Western plateau,46.81,6.94
2001,34.1,-1.91,Payerne,PAY,490,Western plateau,46.81,6.94
2002,32,1,Payerne,PAY,490,Western plateau,46.81,6.94
2003,32.1,-0.09,Payerne,PAY,490,Western plateau,46.81,6.94
2004,33.3,0.7,Payerne,PAY,490,Western plateau,46.81,6.94
2005,47.9,-1.35,Payerne,PAY,490,Western plateau,46.81,6.94
2006,35.5,-0.2,Payerne,PAY,490,Western plateau,46.81,6.94
2007,55.5,1.35,Payerne,PAY,490,Western plateau,46.81,6.94
2008,51,1.72,Payerne,PAY,490,Western plateau,46.81,6.94
