QUADRICULA,TET,crestlark,linnet,x,y
NC57,N,NA,NA,555000,4277000
NC57,T,NA,NA,557000,4277000
NC57,Y,0,0,559000,4277000
NC67,D,0,0,561000,4277000
NC67,I,NA,NA,563000,4277000
NC67,N,NA,NA,565000,4277000
NC67,T,NA,NA,567000,4277000
NC67,Y,1,1,569000,4277000
NC77,D,NA,NA,571000,4277000
NC77,I,0,0,573000,4277000
NC77,N,NA,NA,575000,4277000
NC77,T,0,1,577000,4277000
NC77,Y,NA,NA,579000,4277000
NC87,D,NA,NA,581000,4277000
NC87,I,NA,NA,583000,4277000
NC87,N,0,0,585000,4277000
NC87,T,NA,NA,587000,4277000
NC87,Y,NA,NA,589000,4277000
NC97,D,NA,NA,591000,4277000
NC97,I,0,1,593000,4277000
NC97,N,NA,NA,595000,4277000
NC97,T,0,0,597000,4277000
NC97,Y,NA,NA,599000,4277000
PC07,D,NA,NA,601000,4277000
PC07,I,1,1,603000.0000000001,4277000
PC07,N,NA,NA,605000,4277000
PC07,T,NA,NA,607000,4277000
PC07,Y,NA,NA,609000,4277000
PC17,D,NA,NA,611000,4277000
PC17,I,NA,NA,613000,4277000
PC17,N,1,0,615000,4277000
PC17,T,NA,NA,617000,4277000
PC17,Y,0,1,618999.9999999999,4277000
PC27,D,NA,NA,621000,4277000
PC27,I,NA,NA,623000,4277000
PC27,N,NA,NA,625000,4277000
PC27,T,NA,NA,627000,4277000
PC27,Y,NA,NA,629000,4277000
PC37,D,NA,NA,631000,4277000
PC37,I,NA,NA,633000,4277000
PC37,N,1,1,635000,4277000
PC37,T,1,1,637000,4277000
PC37,Y,NA,NA,639000,4277000
PC47,D,NA,NA,641000,4277000
PC47,I,NA,NA,643000,4277000
PC47,N,NA,NA,645000,4277000
PC47,T,1,1,647000,4277000
PC47,Y,NA,NA,649000,4277000
PC57,D,NA,NA,651000,4277000
PC57,I,1,0,653000,4277000
PC57,N,NA,NA,655000,4277000
PC57,T,NA,NA,657000,4277000
PC57,Y,NA,NA,659000,4277000
MC77,C,NA,NA,471000,4275000
MC77,H,NA,NA,473000,4275000
MC77,M,NA,NA,475000.00000000006,4275000
MC77,S,NA,NA,477000,4275000
MC77,X,NA,NA,479000,4275000
MC87,C,1,0,481000,4275000
MC87,H,NA,NA,482999.99999999994,4275000
MC87,M,NA,NA,485000,4275000
MC87,S,NA,NA,487000,4275000
MC87,X,NA,NA,489000,4275000
MC97,C,NA,NA,491000,4275000
MC97,H,NA,NA,493000,4275000
MC97,M,0,0,495000,4275000
MC97,S,NA,NA,497000,4275000
MC97,X,NA,NA,499000,4275000
NC07,C,1,0,501000,4275000
NC07,H,NA,NA,503000,4275000
NC07,M,0,1,505000,4275000
NC07,S,NA,NA,507000,4275000
NC07,X,NA,NA,509000,4275000
NC17,C,NA,NA,511000,4275000
NC17,H,NA,NA,513000,4275000
NC17,M,NA,NA,515000,4275000
NC17,S,0,1,517000,4275000
NC17,X,NA,NA,519000,4275000
NC27,C,NA,NA,521000,4275000
NC27,H,1,1,523000,4275000
NC27,M,NA,NA,525000,4275000
NC27,S,NA,NA,527000,4275000
NC27,X,0,0,529000,4275000
NC37,C,NA,NA,531000,4275000
NC37,H,0,0,533000,4275000
NC37,M,0,0,535000,4275000
NC37,S,1,0,537000,4275000
NC37,X,0,1,539000,4275000
NC47,C,NA,NA,541000,4275000
NC47,H,0,0,543000,4275000
NC47,M,NA,NA,545000,4275000
NC47,S,0,0,547000,4275000
NC47,X,NA,NA,549000,4275000
NC57,C,0,0,551000,4275000
NC57,H,NA,NA,552999.9999999999,4275000
NC57,M,NA,NA,555000,4275000
NC57,S,0,0,557000,4275000
NC57,X,0,1,559000,4275000
NC67,C,NA,NA,561000,4275000
NC67,H,0,0,563000,4275000
NC67,M,0,0,565000,4275000
NC67,S,0,0,567000,4275000
NC67,X,0,0,569000,4275000
NC77,C,NA,NA,571000,4275000
NC77,H,NA,NA,573000,4275000
NC77,M,NA,NA,575000,4275000
NC77,S,NA,NA,577000,4275000
NC77,X,0,0,579000,4275000
NC87,C,NA,NA,581000,4275000
NC87,H,0,1,583000,4275000
NC87,M,NA,NA,585000,4275000
NC87,S,NA,NA,587000,4275000
NC87,X,0,0,589000,4275000
NC97,C,0,0,591000,4275000
NC97,H,NA,NA,593000,4275000
NC97,M,NA,NA,595000,4275000
NC97,S,NA,NA,597000,4275000
NC97,X,NA,NA,599000,4275000
PC07,C,1,1,601000,4275000
PC07,H,0,1,603000.0000000001,4275000
PC07,M,1,0,605000,4275000
PC07,S,NA,NA,607000,4275000
PC07,X,0,1,609000,4275000
PC17,C,NA,NA,611000,4275000
PC17,H,0,1,613000,4275000
PC17,M,NA,NA,615000,4275000
PC17,S,NA,NA,617000,4275000
PC17,X,NA,NA,618999.9999999999,4275000
PC27,C,NA,NA,621000,4275000
PC27,H,NA,NA,623000,4275000
PC27,M,NA,NA,625000,4275000
PC27,S,NA,NA,627000,4275000
PC27,X,NA,NA,629000,4275000
PC37,C,NA,NA,631000,4275000
PC37,H,1,0,633000,4275000
PC37,M,NA,NA,635000,4275000
PC37,S,0,1,637000,4275000
PC37,X,NA,NA,639000,4275000
PC47,C,NA,NA,641000,4275000
PC47,H,1,0,643000,4275000
PC47,M,NA,NA,645000,4275000
PC47,S,1,0,647000,4275000
PC47,X,NA,NA,649000,4275000
PC57,C,NA,NA,651000,4275000
PC57,H,NA,NA,653000,4275000
PC57,M,NA,NA,655000,4275000
PC57,S,NA,NA,657000,4275000
PC57,X,0,0,659000,4275000
MC77,B,NA,NA,471000,4273000
MC77,G,NA,NA,473000,4273000
MC77,L,NA,NA,475000.00000000006,4273000
MC77,R,NA,NA,477000,4273000
MC77,W,NA,NA,479000,4273000
MC87,B,NA,NA,481000,4273000
MC87,G,1,0,482999.99999999994,4273000
MC87,L,NA,NA,485000,4273000
MC87,R,0,0,487000,4273000
MC87,W,NA,NA,489000,4273000
MC97,B,NA,NA,491000,4273000
MC97,G,0,0,493000,4273000
MC97,L,NA,NA,495000,4273000
MC97,R,0,0,497000,4273000
MC97,W,NA,NA,499000,4273000
NC07,B,NA,NA,501000,4273000
NC07,G,1,1,503000,4273000
NC07,L,NA,NA,505000,4273000
NC07,R,1,1,507000,4273000
NC07,W,NA,NA,509000,4273000
NC17,B,NA,NA,511000,4273000
NC17,G,0,1,513000,4273000
NC17,L,NA,NA,515000,4273000
NC17,R,NA,NA,517000,4273000
NC17,W,NA,NA,519000,4273000
NC27,B,NA,NA,521000,4273000
NC27,G,NA,NA,523000,4273000
NC27,L,NA,NA,525000,4273000
NC27,R,NA,NA,527000,4273000
NC27,W,0,1,529000,4273000
NC37,B,NA,NA,531000,4273000
NC37,G,NA,NA,533000,4273000
NC37,L,0,1,535000,4273000
NC37,R,NA,NA,537000,4273000
NC37,W,NA,NA,539000,4273000
NC47,B,0,1,541000,4273000
NC47,G,0,0,543000,4273000
NC47,L,0,0,545000,4273000
NC47,R,0,0,547000,4273000
NC47,W,0,0,549000,4273000
NC57,B,NA,NA,551000,4273000
NC57,G,NA,NA,552999.9999999999,4273000
NC57,L,NA,NA,555000,4273000
NC57,R,NA,NA,557000,4273000
NC57,W,0,0,559000,4273000
NC67,B,NA,NA,561000,4273000
NC67,G,0,1,563000,4273000
NC67,L,1,0,565000,4273000
NC67,R,NA,NA,567000,4273000
NC67,W,NA,NA,569000,4273000
NC77,B,1,0,571000,4273000
NC77,G,NA,NA,573000,4273000
NC77,L,1,0,575000,4273000
NC77,R,NA,NA,577000,4273000
NC77,W,NA,NA,579000,4273000
NC87,B,1,1,581000,4273000
NC87,G,NA,NA,583000,4273000
NC87,L,NA,NA,585000,4273000
NC87,R,0,1,587000,4273000
NC87,W,NA,NA,589000,4273000
NC97,B,NA,NA,591000,4273000
NC97,G,NA,NA,593000,4273000
NC97,L,NA,NA,595000,4273000
NC97,R,0,0,597000,4273000
NC97,W,NA,NA,599000,4273000
PC07,B,NA,NA,601000,4273000
PC07,G,0,1,603000.0000000001,4273000
PC07,L,1,1,605000,4273000
PC07,R,0,1,607000,4273000
PC07,W,NA,NA,609000,4273000
PC17,B,1,1,611000,4273000
PC17,G,NA,NA,613000,4273000
PC17,L,NA,NA,615000,4273000
PC17,R,0,1,617000,4273000
PC17,W,NA,NA,618999.9999999999,4273000
PC27,B,NA,NA,621000,4273000
PC27,G,NA,NA,623000,4273000
PC27,L,NA,NA,625000,4273000
PC27,R,NA,NA,627000,4273000
PC27,W,NA,NA,629000,4273000
PC37,B,NA,NA,631000,4273000
PC37,G,NA,NA,633000,4273000
PC37,L,NA,NA,635000,4273000
PC37,R,NA,NA,637000,4273000
PC37,W,1,0,639000,4273000
PC47,B,1,0,641000,4273000
PC47,G,NA,NA,643000,4273000
PC47,L,1,1,645000,4273000
PC47,R,NA,NA,647000,4273000
PC47,W,NA,NA,649000,4273000
PC57,B,NA,NA,651000,4273000
PC57,G,1,0,653000,4273000
PC57,L,NA,NA,655000,4273000
PC57,R,NA,NA,657000,4273000
PC57,W,NA,NA,659000,4273000
MC77,A,NA,NA,471000,4271000
MC77,F,NA,NA,473000,4271000
MC77,K,NA,NA,475000.00000000006,4271000
MC77,Q,NA,NA,477000,4271000
MC77,V,NA,NA,479000,4271000
MC87,A,NA,NA,481000,4271000
MC87,F,NA,NA,482999.99999999994,4271000
MC87,K,NA,NA,485000,4271000
MC87,Q,NA,NA,487000,4271000
MC87,V,NA,NA,489000,4271000
MC97,A,NA,NA,491000,4271000
MC97,F,NA,NA,493000,4271000
MC97,K,NA,NA,495000,4271000
MC97,Q,0,0,497000,4271000
MC97,V,NA,NA,499000,4271000
NC07,A,NA,NA,501000,4271000
NC07,F,NA,NA,503000,4271000
NC07,K,1,1,505000,4271000
NC07,Q,NA,NA,507000,4271000
NC07,V,NA,NA,509000,4271000
NC17,A,NA,NA,511000,4271000
NC17,F,NA,NA,513000,4271000
NC17,K,NA,NA,515000,4271000
NC17,Q,NA,NA,517000,4271000
NC17,V,NA,NA,519000,4271000
NC27,A,NA,NA,521000,4271000
NC27,F,1,0,523000,4271000
NC27,K,0,1,525000,4271000
NC27,Q,NA,NA,527000,4271000
NC27,V,0,0,529000,4271000
NC37,A,1,1,531000,4271000
NC37,F,1,0,533000,4271000
NC37,K,NA,NA,535000,4271000
NC37,Q,0,0,537000,4271000
NC37,V,0,0,539000,4271000
NC47,A,0,0,541000,4271000
NC47,F,0,0,543000,4271000
NC47,K,1,0,545000,4271000
NC47,Q,NA,NA,547000,4271000
NC47,V,NA,NA,549000,4271000
NC57,A,NA,NA,551000,4271000
NC57,F,NA,NA,552999.9999999999,4271000
NC57,K,NA,NA,555000,4271000
NC57,Q,NA,NA,557000,4271000
NC57,V,NA,NA,559000,4271000
NC67,A,0,0,561000,4271000
NC67,F,0,1,563000,4271000
NC67,K,NA,NA,565000,4271000
NC67,Q,0,0,567000,4271000
NC67,V,NA,NA,569000,4271000
NC77,A,NA,NA,571000,4271000
NC77,F,NA,NA,573000,4271000
NC77,K,NA,NA,575000,4271000
NC77,Q,NA,NA,577000,4271000
NC77,V,NA,NA,579000,4271000
NC87,A,NA,NA,581000,4271000
NC87,F,NA,NA,583000,4271000
NC87,K,0,1,585000,4271000
NC87,Q,NA,NA,587000,4271000
NC87,V,NA,NA,589000,4271000
NC97,A,NA,NA,591000,4271000
NC97,F,0,0,593000,4271000
NC97,K,NA,NA,595000,4271000
NC97,Q,NA,NA,597000,4271000
NC97,V,NA,NA,599000,4271000
PC07,A,NA,NA,601000,4271000
PC07,F,0,0,603000.0000000001,4271000
PC07,K,NA,NA,605000,4271000
PC07,Q,NA,NA,607000,4271000
PC07,V,NA,NA,609000,4271000
PC17,A,NA,NA,611000,4271000
PC17,F,NA,NA,613000,4271000
PC17,K,NA,NA,615000,4271000
PC17,Q,NA,NA,617000,4271000
PC17,V,0,1,618999.9999999999,4271000
PC27,A,NA,NA,621000,4271000
PC27,F,NA,NA,623000,4271000
PC27,K,NA,NA,625000,4271000
PC27,Q,NA,NA,627000,4271000
PC27,V,NA,NA,629000,4271000
PC37,A,NA,NA,631000,4271000
PC37,F,1,0,633000,4271000
PC37,K,NA,NA,635000,4271000
PC37,Q,NA,NA,637000,4271000
PC37,V,NA,NA,639000,4271000
PC47,A,NA,NA,641000,4271000
PC47,F,1,0,643000,4271000
PC47,K,NA,NA,645000,4271000
PC47,Q,NA,NA,647000,4271000
PC47,V,1,1,649000,4271000
PC57,A,1,1,651000,4271000
PC57,F,NA,NA,653000,4271000
PC57,K,NA,NA,655000,4271000
PC57,Q,NA,NA,657000,4271000
PC57,V,NA,NA,659000,4271000
MC86,E,NA,NA,481000,4269000
MC86,J,NA,NA,482999.99999999994,4269000
MC86,P,0,0,485000,4269000
MC86,U,1,1,487000,4269000
MC86,Z,NA,NA,489000,4269000
MC96,E,NA,NA,491000,4269000
MC96,J,NA,NA,493000,4269000
MC96,P,NA,NA,495000,4269000
MC96,U,0,0,497000,4269000
MC96,Z,NA,NA,499000,4269000
NC06,E,NA,NA,501000,4269000
NC06,J,1,1,503000,4269000
NC06,P,NA,NA,505000,4269000
NC06,U,0,1,507000,4269000
NC06,Z,NA,NA,509000,4269000
NC16,E,NA,NA,511000,4269000
NC16,J,NA,NA,513000,4269000
NC16,P,NA,NA,515000,4269000
NC16,U,0,1,517000,4269000
NC16,Z,1,0,519000,4269000
NC26,E,NA,NA,521000,4269000
NC26,J,NA,NA,523000,4269000
NC26,P,0,0,525000,4269000
NC26,U,NA,NA,527000,4269000
NC26,Z,NA,NA,529000,4269000
NC36,E,NA,NA,531000,4269000
NC36,J,1,0,533000,4269000
NC36,P,NA,NA,535000,4269000
NC36,U,0,0,537000,4269000
NC36,Z,NA,NA,539000,4269000
NC46,E,NA,NA,541000,4269000
NC46,J,NA,NA,543000,4269000
NC46,P,1,0,545000,4269000
NC46,U,NA,NA,547000,4269000
NC46,Z,0,1,549000,4269000
NC56,E,0,0,551000,4269000
NC56,J,0,0,552999.9999999999,4269000
NC56,P,NA,NA,555000,4269000
NC56,U,0,0,557000,4269000
NC56,Z,NA,NA,559000,4269000
NC66,E,NA,NA,561000,4269000
NC66,J,0,1,563000,4269000
NC66,P,NA,NA,565000,4269000
NC66,U,NA,NA,567000,4269000
NC66,Z,0,1,569000,4269000
NC76,E,0,0,571000,4269000
NC76,J,NA,NA,573000,4269000
NC76,P,NA,NA,575000,4269000
NC76,U,0,1,577000,4269000
NC76,Z,NA,NA,579000,4269000
NC86,E,NA,NA,581000,4269000
NC86,J,1,1,583000,4269000
NC86,P,NA,NA,585000,4269000
NC86,U,NA,NA,587000,4269000
NC86,Z,NA,NA,589000,4269000
NC96,E,NA,NA,591000,4269000
NC96,J,NA,NA,593000,4269000
NC96,P,0,0,595000,4269000
NC96,U,NA,NA,597000,4269000
NC96,Z,NA,NA,599000,4269000
PC06,E,NA,NA,601000,4269000
PC06,J,NA,NA,603000.0000000001,4269000
PC06,P,NA,NA,605000,4269000
PC06,U,0,0,607000,4269000
PC06,Z,NA,NA,609000,4269000
PC16,E,NA,NA,611000,4269000
PC16,J,NA,NA,613000,4269000
PC16,P,NA,NA,615000,4269000
PC16,U,1,0,617000,4269000
PC16,Z,NA,NA,618999.9999999999,4269000
PC26,E,NA,NA,621000,4269000
PC26,J,NA,NA,623000,4269000
PC26,P,NA,NA,625000,4269000
PC26,U,NA,NA,627000,4269000
PC26,Z,NA,NA,629000,4269000
PC36,E,0,0,631000,4269000
PC36,J,NA,NA,633000,4269000
PC36,P,NA,NA,635000,4269000
PC36,U,0,1,637000,4269000
PC36,Z,NA,NA,639000,4269000
PC46,E,0,0,641000,4269000
PC46,J,NA,NA,643000,4269000
PC46,P,NA,NA,645000,4269000
PC46,U,NA,NA,647000,4269000
PC46,Z,0,0,649000,4269000
MC86,D,NA,NA,481000,4267000
MC86,I,NA,NA,482999.99999999994,4267000
MC86,N,0,0,485000,4267000
MC86,T,NA,NA,487000,4267000
MC86,Y,0,1,489000,4267000
MC96,D,NA,NA,491000,4267000
MC96,I,NA,NA,493000,4267000
MC96,N,NA,NA,495000,4267000
MC96,T,NA,NA,497000,4267000
MC96,Y,NA,NA,499000,4267000
NC06,D,NA,NA,501000,4267000
NC06,I,0,0,503000,4267000
NC06,N,NA,NA,505000,4267000
NC06,T,0,1,507000,4267000
NC06,Y,NA,NA,509000,4267000
NC16,D,NA,NA,511000,4267000
NC16,I,NA,NA,513000,4267000
NC16,N,1,0,515000,4267000
NC16,T,0,0,517000,4267000
NC16,Y,0,0,519000,4267000
NC26,D,1,1,521000,4267000
NC26,I,NA,NA,523000,4267000
NC26,N,NA,NA,525000,4267000
NC26,T,NA,NA,527000,4267000
NC26,Y,0,0,529000,4267000
NC36,D,0,0,531000,4267000
NC36,I,NA,NA,533000,4267000
NC36,N,NA,NA,535000,4267000
NC36,T,NA,NA,537000,4267000
NC36,Y,NA,NA,539000,4267000
NC46,D,NA,NA,541000,4267000
NC46,I,NA,NA,543000,4267000
NC46,N,0,0,545000,4267000
NC46,T,1,0,547000,4267000
NC46,Y,NA,NA,549000,4267000
NC56,D,NA,NA,551000,4267000
NC56,I,NA,NA,552999.9999999999,4267000
NC56,N,0,0,555000,4267000
NC56,T,NA,NA,557000,4267000
NC56,Y,0,1,559000,4267000
NC66,D,0,1,561000,4267000
NC66,I,1,1,563000,4267000
NC66,N,NA,NA,565000,4267000
NC66,T,NA,NA,567000,4267000
NC66,Y,0,1,569000,4267000
NC76,D,NA,NA,571000,4267000
NC76,I,NA,NA,573000,4267000
NC76,N,0,0,575000,4267000
NC76,T,NA,NA,577000,4267000
NC76,Y,NA,NA,579000,4267000
NC86,D,NA,NA,581000,4267000
NC86,I,NA,NA,583000,4267000
NC86,N,0,1,585000,4267000
NC86,T,NA,NA,587000,4267000
NC86,Y,NA,NA,589000,4267000
NC96,D,NA,NA,591000,4267000
NC96,I,NA,NA,593000,4267000
NC96,N,NA,NA,595000,4267000
NC96,T,NA,NA,597000,4267000
NC96,Y,NA,NA,599000,4267000
PC06,D,0,1,601000,4267000
PC06,I,NA,NA,603000.0000000001,4267000
PC06,N,NA,NA,605000,4267000
PC06,T,NA,NA,607000,4267000
PC06,Y,NA,NA,609000,4267000
PC16,D,NA,NA,611000,4267000
PC16,I,0,0,613000,4267000
PC16,N,NA,NA,615000,4267000
PC16,T,NA,NA,617000,4267000
PC16,Y,NA,NA,618999.9999999999,4267000
PC26,D,NA,NA,621000,4267000
PC26,I,1,0,623000,4267000
PC26,N,NA,NA,625000,4267000
PC26,T,NA,NA,627000,4267000
PC26,Y,0,0,629000,4267000
PC36,D,NA,NA,631000,4267000
PC36,I,NA,NA,633000,4267000
PC36,N,NA,NA,635000,4267000
PC36,T,NA,NA,637000,4267000
PC36,Y,0,0,639000,4267000
PC46,D,NA,NA,641000,4267000
PC46,I,0,0,643000,4267000
PC46,N,NA,NA,645000,4267000
PC46,T,1,1,647000,4267000
PC46,Y,NA,NA,649000,4267000
MC86,C,NA,NA,481000,4265000
MC86,H,NA,NA,482999.99999999994,4265000
MC86,M,NA,NA,485000,4265000
MC86,S,0,0,487000,4265000
MC86,X,NA,NA,489000,4265000
MC96,C,0,0,491000,4265000
MC96,H,0,1,493000,4265000
MC96,M,NA,NA,495000,4265000
MC96,S,NA,NA,497000,4265000
MC96,X,NA,NA,499000,4265000
NC06,C,NA,NA,501000,4265000
NC06,H,NA,NA,503000,4265000
NC06,M,NA,NA,505000,4265000
NC06,S,0,1,507000,4265000
NC06,X,NA,NA,509000,4265000
NC16,C,NA,NA,511000,4265000
NC16,H,NA,NA,513000,4265000
NC16,M,1,1,515000,4265000
NC16,S,0,0,517000,4265000
NC16,X,NA,NA,519000,4265000
NC26,C,NA,NA,521000,4265000
NC26,H,NA,NA,523000,4265000
NC26,M,1,0,525000,4265000
NC26,S,NA,NA,527000,4265000
NC26,X,NA,NA,529000,4265000
NC36,C,NA,NA,531000,4265000
NC36,H,NA,NA,533000,4265000
NC36,M,NA,NA,535000,4265000
NC36,S,NA,NA,537000,4265000
NC36,X,0,1,539000,4265000
NC46,C,1,0,541000,4265000
NC46,H,NA,NA,543000,4265000
NC46,M,0,0,545000,4265000
NC46,S,NA,NA,547000,4265000
NC46,X,1,0,549000,4265000
NC56,C,0,0,551000,4265000
NC56,H,0,0,552999.9999999999,4265000
NC56,M,NA,NA,555000,4265000
NC56,S,NA,NA,557000,4265000
NC56,X,0,1,559000,4265000
NC66,C,NA,NA,561000,4265000
NC66,H,0,0,563000,4265000
NC66,M,0,0,565000,4265000
NC66,S,0,0,567000,4265000
NC66,X,NA,NA,569000,4265000
NC76,C,0,1,571000,4265000
NC76,H,NA,NA,573000,4265000
NC76,M,NA,NA,575000,4265000
NC76,S,NA,NA,577000,4265000
NC76,X,NA,NA,579000,4265000
NC86,C,NA,NA,581000,4265000
NC86,H,NA,NA,583000,4265000
NC86,M,NA,NA,585000,4265000
NC86,S,NA,NA,587000,4265000
NC86,X,NA,NA,589000,4265000
NC96,C,0,1,591000,4265000
NC96,H,NA,NA,593000,4265000
NC96,M,NA,NA,595000,4265000
NC96,S,NA,NA,597000,4265000
NC96,X,0,1,599000,4265000
PC06,C,NA,NA,601000,4265000
PC06,H,NA,NA,603000.0000000001,4265000
PC06,M,0,0,605000,4265000
PC06,S,NA,NA,607000,4265000
PC06,X,0,0,609000,4265000
PC16,C,NA,NA,611000,4265000
PC16,H,NA,NA,613000,4265000
PC16,M,NA,NA,615000,4265000
PC16,S,1,0,617000,4265000
PC16,X,NA,NA,618999.9999999999,4265000
PC26,C,NA,NA,621000,4265000
PC26,H,NA,NA,623000,4265000
PC26,M,NA,NA,625000,4265000
PC26,S,0,1,627000,4265000
PC26,X,0,1,629000,4265000
PC36,C,NA,NA,631000,4265000
PC36,H,0,0,633000,4265000
PC36,M,NA,NA,635000,4265000
PC36,S,0,1,637000,4265000
PC36,X,NA,NA,639000,4265000
PC46,C,0,1,641000,4265000
PC46,H,NA,NA,643000,4265000
PC46,M,1,1,645000,4265000
PC46,S,0,0,647000,4265000
PC46,X,NA,NA,649000,4265000
MC86,B,NA,NA,481000,4263000
MC86,G,NA,NA,482999.99999999994,4263000
MC86,L,NA,NA,485000,4263000
MC86,R,0,0,487000,4263000
MC86,W,0,0,489000,4263000
MC96,B,0,0,491000,4263000
MC96,G,0,1,493000,4263000
MC96,L,0,1,495000,4263000
MC96,R,NA,NA,497000,4263000
MC96,W,NA,NA,499000,4263000
NC06,B,0,1,501000,4263000
NC06,G,NA,NA,503000,4263000
NC06,L,0,0,505000,4263000
NC06,R,0,0,507000,4263000
NC06,W,NA,NA,509000,4263000
NC16,B,NA,NA,511000,4263000
NC16,G,0,0,513000,4263000
NC16,L,NA,NA,515000,4263000
NC16,R,NA,NA,517000,4263000
NC16,W,NA,NA,519000,4263000
NC26,B,NA,NA,521000,4263000
NC26,G,NA,NA,523000,4263000
NC26,L,NA,NA,525000,4263000
NC26,R,0,1,527000,4263000
NC26,W,NA,NA,529000,4263000
NC36,B,NA,NA,531000,4263000
NC36,G,NA,NA,533000,4263000
NC36,L,0,1,535000,4263000
NC36,R,NA,NA,537000,4263000
NC36,W,NA,NA,539000,4263000
NC46,B,NA,NA,541000,4263000
NC46,G,NA,NA,543000,4263000
NC46,L,0,0,545000,4263000
NC46,R,NA,NA,547000,4263000
NC46,W,NA,NA,549000,4263000
NC56,B,0,1,551000,4263000
NC56,G,1,1,552999.9999999999,4263000
NC56,L,NA,NA,555000,4263000
NC56,R,NA,NA,557000,4263000
NC56,W,0,0,559000,4263000
NC66,B,NA,NA,561000,4263000
NC66,G,0,0,563000,4263000
NC66,L,0,1,565000,4263000
NC66,R,NA,NA,567000,4263000
NC66,W,NA,NA,569000,4263000
NC76,B,NA,NA,571000,4263000
NC76,G,NA,NA,573000,4263000
NC76,L,NA,NA,575000,4263000
NC76,R,NA,NA,577000,4263000
NC76,W,0,0,579000,4263000
NC86,B,1,1,581000,4263000
NC86,G,NA,NA,583000,4263000
NC86,L,1,1,585000,4263000
NC86,R,NA,NA,587000,4263000
NC86,W,1,1,589000,4263000
NC96,B,NA,NA,591000,4263000
NC96,G,NA,NA,593000,4263000
NC96,L,NA,NA,595000,4263000
NC96,R,NA,NA,597000,4263000
NC96,W,NA,NA,599000,4263000
PC06,B,0,0,601000,4263000
PC06,G,NA,NA,603000.0000000001,4263000
PC06,L,NA,NA,605000,4263000
PC06,R,NA,NA,607000,4263000
PC06,W,NA,NA,609000,4263000
PC16,B,NA,NA,611000,4263000
PC16,G,1,1,613000,4263000
PC16,L,NA,NA,615000,4263000
PC16,R,NA,NA,617000,4263000
PC16,W,NA,NA,618999.9999999999,4263000
PC26,B,NA,NA,621000,4263000
PC26,G,NA,NA,623000,4263000
PC26,L,NA,NA,625000,4263000
PC26,R,NA,NA,627000,4263000
PC26,W,NA,NA,629000,4263000
PC36,B,0,1,631000,4263000
PC36,G,NA,NA,633000,4263000
PC36,L,1,1,635000,4263000
PC36,R,NA,NA,637000,4263000
PC36,W,NA,NA,639000,4263000
PC46,B,NA,NA,641000,4263000
PC46,G,1,1,643000,4263000
PC46,L,NA,NA,645000,4263000
PC46,R,NA,NA,647000,4263000
PC46,W,NA,NA,649000,4263000
MC86,A,NA,NA,481000,4261000
MC86,F,NA,NA,482999.99999999994,4261000
MC86,K,1,0,485000,4261000
MC86,Q,0,1,487000,4261000
MC86,V,NA,NA,489000,4261000
MC96,A,NA,NA,491000,4261000
MC96,F,0,1,493000,4261000
MC96,K,0,0,495000,4261000
MC96,Q,NA,NA,497000,4261000
MC96,V,0,0,499000,4261000
NC06,A,NA,NA,501000,4261000
NC06,F,0,1,503000,4261000
NC06,K,NA,NA,505000,4261000
NC06,Q,NA,NA,507000,4261000
NC06,V,NA,NA,509000,4261000
NC16,A,NA,NA,511000,4261000
NC16,F,NA,NA,513000,4261000
NC16,K,NA,NA,515000,4261000
NC16,Q,NA,NA,517000,4261000
NC16,V,1,1,519000,4261000
NC26,A,NA,NA,521000,4261000
NC26,F,NA,NA,523000,4261000
NC26,K,0,0,525000,4261000
NC26,Q,NA,NA,527000,4261000
NC26,V,NA,NA,529000,4261000
NC36,A,NA,NA,531000,4261000
NC36,F,NA,NA,533000,4261000
NC36,K,NA,NA,535000,4261000
NC36,Q,NA,NA,537000,4261000
NC36,V,NA,NA,539000,4261000
NC46,A,NA,NA,541000,4261000
NC46,F,0,1,543000,4261000
NC46,K,NA,NA,545000,4261000
NC46,Q,NA,NA,547000,4261000
NC46,V,NA,NA,549000,4261000
NC56,A,NA,NA,551000,4261000
NC56,F,0,1,552999.9999999999,4261000
NC56,K,NA,NA,555000,4261000
NC56,Q,0,0,557000,4261000
NC56,V,NA,NA,559000,4261000
NC66,A,NA,NA,561000,4261000
NC66,F,0,0,563000,4261000
NC66,K,NA,NA,565000,4261000
NC66,Q,0,0,567000,4261000
NC66,V,NA,NA,569000,4261000
NC76,A,NA,NA,571000,4261000
NC76,F,0,1,573000,4261000
NC76,K,NA,NA,575000,4261000
NC76,Q,NA,NA,577000,4261000
NC76,V,0,0,579000,4261000
NC86,A,NA,NA,581000,4261000
NC86,F,1,1,583000,4261000
NC86,K,NA,NA,585000,4261000
NC86,Q,NA,NA,587000,4261000
NC86,V,NA,NA,589000,4261000
NC96,A,0,0,591000,4261000
NC96,F,NA,NA,593000,4261000
NC96,K,0,1,595000,4261000
NC96,Q,NA,NA,597000,4261000
NC96,V,0,1,599000,4261000
PC06,A,NA,NA,601000,4261000
PC06,F,0,0,603000.0000000001,4261000
PC06,K,NA,NA,605000,4261000
PC06,Q,NA,NA,607000,4261000
PC06,V,NA,NA,609000,4261000
PC16,A,1,0,611000,4261000
PC16,F,NA,NA,613000,4261000
PC16,K,NA,NA,615000,4261000
