lon,lat,jul.day,bath,chl,chl.sw
11.33,54.57,238,10,2.55,3.87667695
11.33,54.57,287,10,6.4,4.8252165400000004
11.33,54.57,315,10,3.2,3.03038849
11.33,54.57,48,10,1.4,3.35972207
11.33,54.57,77,10,3.2,4.52125487
11.33,54.57,125,10,1.4,5.19145753
11.33,54.57,13,10,0.8,0.920386
11.33,54.57,167,10,3.5,5.18773262
11.33,54.57,195,10,0.95,4.88854411
11.33,54.57,230,10,4.7,4.03323006
11.33,54.57,258,10,5.2,3.72651911
11.33,54.57,286,10,5.3,5.20092343
11.33,54.57,314,10,2.05,2.72849929
11.33,54.57,48,10,0.7,3.35972207
11.33,54.57,76,10,6.25,4.48223073
11.33,57.53,121,51,2.35,4.36515832
11.33,57.53,150,51,1.75,2.74494994
11.33,57.53,153,51,3.5,2.98538262
11.33,57.53,156,51,3.85,2.98538262
11.33,57.53,169,51,0.2,2.51188643
11.33,57.53,198,51,4.65,2.39033963
11.33,57.53,226,51,0.55,1.85143498
11.33,57.53,268,51,2.4,3.09760506
11.33,57.53,289,51,3.25,2.8840315
11.33,57.53,310,51,4.3,1.94550015
11.33,57.53,44,51,1.2,3.69339647
11.33,57.53,80,51,7.9,4.0700472
11.33,57.53,9,51,2.1,0
11.33,57.53,120,51,1.3,4.16777868
11.33,57.53,169,51,1.25,2.51188643
11.33,57.53,197,51,1.1,2.34982403
11.33,57.53,232,51,0.55,2.65259457
11.33,57.53,260,51,1.35,2.68328314
11.33,57.53,281,51,1.15,6.38263486
11.33,57.53,309,51,3.4,2.59400019
11.33,57.53,43,51,9.35,3.64497561
11.33,57.53,78,51,1.4,4.3391401
11.33,57.53,8,51,1,0
11.33,57.53,15,51,0.45,0
11.33,57.53,167,51,1.45,2.63026048
11.33,57.53,195,51,0.85,2.26879283
11.33,57.53,230,51,1.4,2.38554138
11.33,57.53,258,51,1.2,2.75184183
11.33,57.53,279,51,1.05,5.80542684
11.33,57.53,42,51,1.2,3.59655475
11.33,57.53,63,51,5.05,4.36515832
11.33,57.53,65,51,4.45,4.36515832
11.33,57.53,70,51,9.45,4.76935458
11.33,57.53,76,51,6.7,4.60823299
11.33,57.53,117,51,1.25,3.57563975
11.33,57.53,12,51,0.7,0
11.33,57.53,166,51,1.45,2.6894475
11.33,57.53,194,51,0.95,2.22827722
11.33,57.53,236,51,3.05,2.9409114
11.33,57.53,271,51,3.3,3.68332369
11.33,57.53,285,51,4,4.63333318
11.33,57.53,313,51,4.5,0
11.33,57.53,40,51,1.15,3.44105901
11.33,57.53,75,51,13.85,4.74277944
11.33,57.53,11,51,0.65,0
11.33,57.53,123,51,1.85,4.25774393
11.33,57.53,165,51,2.65,2.74863453
11.33,57.53,193,51,0.7,2.18776162
11.33,57.53,228,51,1.55,2.11848818
11.33,57.53,256,51,2.6,2.70204215
11.33,57.53,284,51,5,5.0706586
11.33,57.53,312,51,6.8,0.64850005
11.33,57.53,74,51,1.7,4.87732589
11.33,57.67,65,51,7.7,2.6915348
11.335,57.507,116,51,1,3.3782601
11.335,57.657,133,51,1.1,3.52834656
11.337,57.84,132,96,1.8,4.45178753
11.34,57.675,120,51,0.8,4.16777868
11.37,57.48,62,19,7.15,5.75521136
11.37,57.63,70,51,10.6,5.3813948
11.37,57.65,267,51,0.95,3.21726489
11.37,57.82,69,96,11.05,4.57775827
11.372,57.208,127,16,0.6,4.63765342
11.38,57.53,126,51,1.75,3.87734485
11.3983,57.675,290,51,2.7,4.11830414
11.4,57.73,68,51,10.7,4.30019843
11.42,57.6,65,51,5.45,4.07380278
11.43,57.53,63,51,6.4,5.42225001
11.43,57.538,133,51,1,3.5015431
11.43,57.538,126,51,2.1,3.87734485
11.43,57.57,70,51,10.5,5.68114057
11.43,57.82,69,96,12.1,6.29882404
11.43,57.95,266,96,2.1,3.47778998
11.43,57.97,273,96,1,2.98538262
11.433,57.538,159,51,1.7,2.6915348
11.433,57.538,165,51,1.15,2.60171062
11.433,57.538,168,51,0.9,2.53434248
11.433,57.538,171,51,1.3,2.37702051
11.433,57.538,253,51,1.1,2.73882799
11.433,57.538,255,51,0.85,2.76247458
11.433,57.538,137,51,1.05,2.78612117
11.433,57.538,14,51,1.2,0
11.433,57.538,16,51,1.35,0
11.433,57.538,18,51,2.8,0.28308054
11.45,57.82,272,96,1.15,4.72844581
11.475,57.542,126,51,2.1,3.87734485
11.48,57.52,65,51,7.9,5.55904257
11.48,57.7,65,51,7.85,3.19889511
11.5,57.33,62,29,3.2,7.25916882
11.525,57.55,159,1,1.4,3.34333226
11.525,57.55,165,1,1.1,3.48790588
11.525,57.55,168,1,0.75,3.53307689
11.525,57.55,171,1,1.45,3.31114031
11.525,57.55,253,1,1.95,2.94618135
11.525,57.55,255,1,1.05,3.24715762
11.525,57.55,133,1,0.85,3.87331289
11.525,57.55,137,1,1.1,3.672823
11.525,57.55,14,1,0.95,0
11.525,57.55,141,1,4.46666667,3.27842725
11.525,57.55,16,1,1.95,0
11.525,57.55,168,1,1,3.53307689
11.525,57.55,18,1,3.4,1.43519203
11.525,57.55,249,1,0.65,2.34422882
11.525,57.55,308,1,2.4,2.54612674
11.525,57.55,126,1,2.3,4.07380278
11.525,57.55,138,1,0.5,3.57422407
11.525,57.55,306,1,2.46666667,3.56457743
11.525,57.55,90,1,1.03333333,3.15953716
11.525,57.55,106,1,0.8,2.79835996
11.525,57.55,152,1,1.86666667,3.06451244
11.525,57.55,350,1,1.06666667,0
11.525,57.55,101,1,1.33333333,2.83507634
11.525,57.55,84,1,8.9,3.83518881
11.525,57.55,84,1,3.03333333,3.83518881
11.53,57.55,121,1,3.1,4.07380278
11.53,57.55,150,1,2.35,3.01294646
11.53,57.55,153,1,3.15,3.09029543
11.53,57.55,156,1,4.3,3.21681384
11.53,57.55,169,1,0.2,3.54813389
11.53,57.55,198,1,3.2,3.16874212
11.53,57.55,226,1,0.5,2.51030309
11.53,57.55,268,1,3.6,3.97183697
11.53,57.55,289,1,3.5,4.36515832
11.53,57.55,310,1,4.25,1.52767604
11.53,57.55,44,1,0.8,3.56836902
11.53,57.55,80,1,5.75,4.48767376
11.53,57.55,9,1,2.45,0
11.53,57.55,120,1,0.75,3.92508137
11.53,57.55,169,1,0.7,3.54813389
11.53,57.55,197,1,0.6,2.9576915
11.53,57.55,232,1,0.55,3.50674873
11.53,57.55,260,1,0.95,3.74525972
11.53,57.55,281,1,1.1,7.32824533
11.53,57.55,309,1,2.25,2.03690139
11.53,57.55,43,1,10.6,3.40901115
11.53,57.55,78,1,0.9,5.02909122
11.53,57.55,8,1,1.15,0
11.53,57.55,14,1,0.35,0
11.53,57.55,167,1,1.4,3.51801989
11.53,57.55,195,1,0.7,2.53559027
11.53,57.55,230,1,1.2,3.17460018
11.53,57.55,258,1,1.25,3.6138425
11.53,57.55,267,1,0.75,4.00582557
11.53,57.55,279,1,1,6.44665749
11.53,57.55,307,1,2.25,3.05535208
11.53,57.55,42,1,0.45,3.24965329
11.53,57.55,63,1,6.55,4.88426084
11.53,57.55,65,1,6.1,4.84172368
11.53,57.55,70,1,11.85,5.80479317
11.53,57.55,76,1,6.2,5.57050868
11.53,57.55,117,1,1.15,3.47891714
11.53,57.55,12,1,0.7,0
11.53,57.55,166,1,1.15,3.50296288
11.53,57.55,194,1,1.2,2.32453966
11.53,57.55,236,1,4,3.58089358
11.53,57.55,271,1,2.65,3.86987117
11.53,57.55,285,1,3.85,5.84670183
11.53,57.55,313,1,4,0
11.53,57.55,40,1,0.75,2.86690435
11.53,57.55,75,1,16.5,5.84121741
11.53,57.55,11,1,0.8,0
11.53,57.55,123,1,1.45,4.07380278
11.53,57.55,165,1,1.3,3.48790588
11.53,57.55,193,1,1.55,2.11348904
11.53,57.55,228,1,2.4,2.84245164
11.53,57.55,256,1,4.5,3.39764576
11.53,57.55,284,1,8.05,6.2170877
11.53,57.55,312,1,4.9,0.50922535
11.53,57.55,39,1,0.65,2.64351327
11.53,57.55,74,1,5.15,6.11192613
11.533,74.75,202,2278,1.125,0.99320757
11.55,57.45,65,29,7.6,3.19889511
11.55,57.72,69,1,9.65,5.29806152
11.57,57.27,264,29,0.6,2.36983668
11.57,57.68,69,1,11.45,5.29806152
11.58,57.68,267,1,1.75,4.57086884
11.595,57.553,126,1,2.6,4.07380278
11.6108,69.24,202,2873,1.2,1.00848833
11.6148,69.232,130,2873,1,1.25653463
11.6185,57.5107,116,1,0.6,3.33019573
11.62,57.37,65,29,6.65,5.75439937
11.62,69.23,126,2873,5.6,1.46544689
11.6205,69.2325,192,2873,0.575,0.96201485
11.63,57.2,61,40,3.05,4.56175057
11.635,57.168,126,40,0.5,3.80189396
11.65,56.953,44,31,0.43333333,2.29599049
11.65,57.2,121,40,1.1,3.80189396
11.65,57.2,171,40,1.4,3.04712358
11.65,57.2,198,40,9.25,2.50418553
11.65,57.2,226,40,0.85,2.16328871
11.65,57.2,268,40,2.75,2.80172773
11.65,57.2,289,40,3.8,4.67735141
11.65,57.2,310,40,4.15,9.3586231
11.65,57.2,120,40,1.1,3.64064302
11.65,57.2,169,40,1,3.42767787
11.65,57.2,197,40,0.75,2.47219419
11.65,57.2,231,40,0.5,2.41228708
11.65,57.2,260,40,0.7,2.57925457
11.65,57.2,281,40,1.4,3.42767787
11.65,57.2,309,40,2.7,8.083975
11.65,57.2,78,40,3.9,4.45341414
11.65,57.2,8,40,1.9,0
11.65,57.2,14,40,0.75,0
11.65,57.2,167,40,1.5,3.29176627
11.65,57.2,195,40,0.9,2.4082115
11.65,57.2,230,40,1.2,2.36248741
11.65,57.2,279,40,1.15,3.31710405
11.65,57.2,307,40,2.6,5.53467881
11.65,57.2,42,40,1,3.80189396
11.65,57.2,76,40,6,4.97380824
11.65,57.2,117,40,0.85,3.1568902
11.65,57.2,12,40,0.6,0
11.65,57.2,166,40,1.4,3.22381048
11.65,57.2,194,40,1.35,2.37622016
11.65,57.2,236,40,1.55,2.44901483
11.65,57.2,40,40,1.1,3.59084335
11.65,57.2,75,40,6.5,5.23400528
11.652,56.833,125,31,0.7,3.58204911
11.667,57.192,46,40,0.53333333,3.80189396
11.667,57.562,253,1,3.1,2.94618135
11.667,57.562,255,1,0.75,3.24715762
11.667,57.562,14,1,1,0
11.667,57.562,16,1,1.55,0
11.667,57.562,18,1,1.55,1.43519203
11.67,57.18,271,40,1.25,2.91192067
11.67,57.18,285,40,3.6,4.05251464
11.67,57.18,313,40,5,13.182567390000001
11.67,57.18,11,40,0.6,0
11.67,57.18,123,40,1.15,3.80189396
11.67,57.18,165,40,1.7,3.15585468
11.67,57.18,193,40,1.45,2.34422882
11.67,57.18,228,40,1,2.26288806
11.67,57.18,256,40,2.5,2.52292057
11.67,57.18,284,40,3.85,3.89630545
11.67,57.18,312,40,5.45,11.90791929
11.67,57.18,39,40,0.65,3.37979273
11.67,57.18,74,40,10.5,5.49420233
11.67,57.18,154,40,9.5,2.63564356
11.67,57.18,237,40,20.66666667,2.42805762
11.67,57.192,141,40,1.86666667,2.80109093
11.67,57.192,249,40,0.7,2.60015956
11.67,57.192,308,40,2.5,6.80932691
11.67,57.192,138,40,0.5,3.01799431
11.67,57.192,306,40,2.46666667,4.26003071
11.67,57.192,90,40,1.5,3.58689296
11.67,57.192,109,40,1.56666667,2.556023
11.67,57.192,152,40,2.43333333,2.58912542
11.67,57.192,186,40,0.4,2.27459237
11.67,57.192,191,40,1.36666667,2.32433269
11.67,57.192,215,40,0.73333333,2.49706008
11.67,57.192,239,40,1.53333333,2.38614322
11.67,57.192,259,40,1.5,2.55679852
11.67,57.192,281,40,3.66666667,3.42767787
11.67,57.192,319,40,5.06666667,3.29564185
11.67,57.192,83,40,4.76666667,3.672823
11.67,57.192,101,40,1.2,2.79277109
11.67,57.192,106,40,1.66666667,2.58912542
11.67,57.192,118,40,1.36666667,3.31814114
11.67,57.192,146,40,1.66666667,2.52292057
11.67,57.192,230,40,1.8,2.36248741
11.67,57.192,245,40,1.56666667,2.47219419
11.67,57.192,262,40,1.43333333,2.62416666
11.67,57.192,300,40,0.3,3.57920645
11.67,57.192,346,40,2.63333333,0
11.67,57.192,38,40,0.73333333,3.16874212
11.67,57.192,52,40,0.86666667,3.85199651
11.67,57.192,84,40,12.43333333,3.672823
11.67,57.192,119,40,2.46666667,3.47939208
11.67,57.192,131,40,2.13333333,3.62399433
11.67,57.192,143,40,1.1,2.65648868
11.67,57.192,154,40,2,2.63564356
11.67,57.192,178,40,2.43333333,1.95035867
11.67,57.192,214,40,1.2,2.44551034
11.67,57.192,23,40,0.23333333,8.61115216
11.67,57.192,237,40,1.6,2.42805762
11.67,57.192,247,40,2.96666667,2.53617688
11.67,57.192,262,40,2.7,2.62416666
11.67,57.192,269,40,2.23333333,2.83845871
11.67,57.192,293,40,1.5,4.30642608
11.67,57.192,30,40,0.3,5.62650673
11.67,57.192,318,40,1.33333333,4.94346277
11.67,57.192,34,40,0.36666667,2.32453966
11.67,57.192,348,40,0.73333333,0
11.67,57.192,52,40,0.01,3.85199651
11.67,57.192,83,40,12.43333333,3.672823
11.67,57.192,105,40,0.46666667,2.60015956
11.67,57.192,110,40,0.66666667,2.54498886
11.67,57.192,134,40,0.8,3.35714488
11.67,57.192,176,40,1.1,2.09573786
11.67,57.192,203,40,0.46666667,2.49706008
11.67,57.192,23,40,0.63333333,8.61115216
11.67,57.192,238,40,1.23333333,2.40710042
11.67,57.192,252,40,0.43333333,2.56705714
11.67,57.192,260,40,0.11666667,2.57925457
11.67,57.192,266,40,0.46666667,2.72826578
11.67,57.192,281,40,2.43333333,3.42767787
11.67,57.192,308,40,1.16666667,6.80932691
11.67,57.192,346,40,0.1,0
11.67,57.192,43,40,0.5,3.80189396
11.67,57.192,50,40,0.76666667,3.81859481
11.67,57.192,75,40,10.6,5.23400528
11.67,57.192,104,40,0.73333333,2.64831245
11.67,57.192,202,40,0.63333333,2.54860982
11.67,57.192,223,40,1.3,2.23515667
11.67,57.192,27,40,12.4,9.13952442
11.67,57.192,77,40,1,4.71361119
11.67,57.2,44,40,1,3.80189396
11.67,57.2,80,40,0.2,3.93302005
11.67,57.2,9,40,1.4,0
11.67,57.2,43,40,12.9,3.80189396
11.67,57.562,126,1,2.4,4.07380278
11.67,57.57,267,1,1,4.00582557
11.67,57.57,63,1,3.25,4.88426084
11.67,57.57,65,1,6.35,4.84172368
11.7,56.92,64,31,4.5,4.98301708
11.7,78,207,114,0.21,0.57385061
11.705,57.007,125,40,0.5,3.36949454
11.8,56.17,121,25,0.85,4.07380278
11.8,56.17,170,25,2.1,4.59701215
11.8,56.17,197,25,0.95,3.94489402
11.8,56.17,225,25,0.85,2.8840315
11.8,56.17,267,25,1.8,3.37196283
11.8,56.17,288,25,3.15,4.09206321
11.8,56.17,309,25,3.5,4.00952184
11.8,56.17,43,25,2.15,3.34255896
11.8,56.17,8,25,1.05,0
11.8,56.17,81,25,2.3,5.75439937
11.8,56.17,119,25,2,4.18499194
11.8,56.17,168,25,1.05,4.74573356
11.8,56.17,196,25,1.4,4.01291177
11.8,56.17,261,25,1.85,2.71726212
11.8,56.17,280,25,2.15,5.06662097
11.8,56.17,308,25,5.8,4.44574122
11.8,56.17,42,25,2.95,3.06434006
11.8,56.17,7,25,3.45,0
11.8,56.17,77,25,2.8,4.71361119
11.8,56.17,13,25,0.9,0
11.8,56.17,166,25,1.25,4.55375334
11.8,56.17,194,25,1.05,4.14894728
11.8,56.17,229,25,1.2,2.78778315
11.8,56.17,278,25,2.15,4.82386213
11.8,56.17,306,25,2.6,5.31817999
11.8,56.17,50,25,1.4,4.99060375
11.8,56.17,75,25,11,4.1932171
11.8,56.17,11,25,0.8,0
11.8,56.17,116,25,1.35,4.35177569
11.8,56.17,165,25,1.2,4.45776323
11.8,56.17,193,25,1.3,4.21696503
11.8,56.17,235,25,1.7,2.93685685
11.8,56.17,270,25,2.35,3.79446393
11.8,56.17,284,25,5.7,4.71831303
11.8,56.17,312,25,3.6,2.70086369
11.8,56.17,39,25,0.8,2.71756248
11.8,56.17,74,25,5.8,3.93302005
11.8,56.17,10,25,0.7,0
11.8,56.17,122,25,1.8,4.25945775
11.8,56.17,164,25,1.1,4.36177311
11.8,56.17,192,25,1.4,4.16508115
11.8,56.17,227,25,1.55,2.83590733
11.8,56.17,255,25,3.35,2.96860253
11.8,56.17,283,25,2.3,4.87487548
11.8,56.17,311,25,3.9,3.13708307
11.8,56.17,46,25,0.45,4.17721565
11.8,56.17,74,25,12.95,3.93302005
11.83,56.98,264,31,0.75,5.79506815
11.83,56.98,61,31,4.35,4.84461187
11.888,57.2,181,40,0.529,3.15585468
11.9465,69.1283,202,2873,1.3,1.12177214
11.96,56.835,125,31,0.5,3.14834692
11.98,56.83,61,31,2.25,4.01899066
11.98,56.95,64,31,7.85,4.27861641
11.987,57.193,126,40,0.7,4.30958584
12.03,56.38,121,37,1.03333333,3.31131121
12.03,56.38,170,37,2.2,2.57737788
12.03,56.38,197,37,0.85,2.4869414
12.03,56.38,225,37,0.85,1.90546072
12.03,56.38,267,37,0,2.93685685
12.03,56.38,288,37,1.25,3.28349954
12.03,56.38,309,37,3.55,4.00952184
12.03,56.38,43,37,2.05,2.90236552
12.03,56.38,8,37,1.1,0
12.03,56.38,81,37,2.15,4.51855944
12.03,56.38,119,37,1.85,3.25605727
12.03,56.38,168,37,1.25,2.63817349
12.03,56.38,196,37,1.4,2.41214645
12.03,56.38,231,37,0.7,2.1171864
12.03,56.38,259,37,1.05,1.96131499
12.03,56.38,280,37,1.6,5.15813109
12.03,56.38,308,37,4.45,4.44574122
12.03,56.38,42,37,9.2,2.70712597
12.03,56.38,77,37,2.05,3.97311865
12.03,56.38,8,37,3.3,0
12.03,56.38,14,37,0.85,0
12.03,56.38,167,37,1.1,2.58481218
12.03,56.38,194,37,0.95,2.26255657
12.03,56.38,229,37,1.4,2.04661117
12.03,56.38,278,37,1.35,4.73375735
12.03,56.38,306,37,2.25,5.31817999
12.03,56.38,41,37,1,2.51188643
12.03,56.38,75,37,11.6,3.70039826
12.03,56.38,11,37,0.7,0
12.03,56.38,116,37,1.05,3.17317635
12.03,56.38,165,37,1.15,2.47808956
12.03,56.38,193,37,1.3,2.18776162
12.03,56.38,235,37,1.3,2.36182909
12.03,56.38,270,37,2.05,3.30483993
12.03,56.38,284,37,3.75,4.47596721
12.03,56.38,312,37,6,2.70086369
12.03,56.38,39,37,1,2.37702051
12.03,56.38,74,37,12.55,3.56403806
12.03,56.38,10,37,0.7,0
12.03,56.38,122,37,1.65,3.38933491
12.03,56.38,164,37,1.3,2.42472824
12.03,56.38,192,37,1.4,2.22827722
12.03,56.38,227,37,1.45,1.97603594
12.03,56.38,255,37,4.55,1.8353717
12.03,56.38,283,37,2.95,4.77408413
12.03,56.38,311,37,5.25,3.13708307
12.03,56.38,38,37,0.6,2.30958755
12.03,56.38,74,37,15.75,3.56403806
12.047,56.98,125,24,0.8,5.757832
12.117,56.667,167,47,1.3,2.6915348
12.117,56.667,249,47,1.2,1.97242274
12.117,56.667,309,47,3.6,2.44524667
12.117,56.667,152,47,0.6,2.79835996
12.117,56.667,324,47,3,0
12.117,56.667,89,47,2,3.54813389
12.117,56.667,109,47,1.76666667,3.5015431
12.117,56.667,167,47,0.86666667,2.6915348
12.117,56.667,186,47,0.53333333,2.61158147
12.117,56.667,191,47,1.16666667,2.66869099
12.117,56.667,238,47,0.8,3.05095313
12.117,56.667,281,47,3.46666667,4.07380278
12.117,56.667,319,47,4.7,0.23874815
12.117,56.667,350,47,2.2,0
12.117,56.667,102,47,0.93333333,3.55697211
12.117,56.667,106,47,1.3,2.96497665
12.117,56.667,115,47,1.43333333,3.93529763
12.117,56.667,136,47,1.2,3.29097082
12.117,56.667,230,47,1.53333333,2.60552266
12.117,56.667,242,47,1,2.95056135
12.117,56.667,263,47,1.76666667,2.28015057
12.117,56.667,300,47,0.43333333,4.71831303
12.117,56.667,345,47,3.6,0
12.117,56.667,47,47,0.7,3.34040288
12.117,56.667,52,47,0.83333333,3.2284303
12.117,56.667,83,47,10.9,3.94238556
12.117,56.667,115,47,1.43333333,3.93529763
12.117,56.667,119,47,2.03333333,3.37196283
12.117,56.667,128,47,1.4,3.82985009
12.117,56.667,143,47,1.13333333,2.9627474
12.117,56.667,154,47,1.6,2.77429787
12.117,56.667,178,47,1.2,2.23931137
12.117,56.667,194,47,0.73333333,2.71559689
12.117,56.667,214,47,1.43333333,2.84731513
12.117,56.667,23,47,0.23333333,1.24469018
12.117,56.667,237,47,1.33333333,3.03783903
12.117,56.667,248,47,2.66666667,2.11215682
12.117,56.667,269,47,2.4,2.55907245
12.117,56.667,293,47,2.2,4.4304117
12.117,56.667,31,47,0.33333333,2.2348543
12.117,56.667,318,47,1.53333333,0.35812222
12.117,56.667,348,47,0.66666667,0
12.117,56.667,52,47,0.13666667,3.2284303
12.117,56.667,83,47,11.53333333,3.94238556
12.117,56.667,105,47,0.5,2.78612117
12.117,56.667,110,47,0.56666667,3.68039858
12.117,56.667,134,47,1.3,3.47512223
12.117,56.667,176,47,0.8,2.25073327
12.117,56.667,203,47,0.46666667,2.85955392
12.117,56.667,23,47,0.43333333,1.24469018
12.117,56.667,243,47,1.1,2.81082726
12.117,56.667,252,47,0.06666667,1.92305371
12.117,56.667,266,47,0.5,2.45972568
12.117,56.667,27,47,0.46666667,1.8513427
12.117,56.667,281,47,1.63333333,4.07380278
12.117,56.667,309,47,1.43333333,2.44524667
12.117,56.667,32,47,0.53333333,2.3307322
12.117,56.667,346,47,0.76666667,0
12.117,56.667,50,47,0.8,3.28368424
12.117,56.667,75,47,9.46666667,3.97007626
12.117,56.667,104,47,0.46666667,3.04307148
12.117,56.667,162,47,0.36666667,2.6915348
12.117,56.667,203,47,0.7,2.85955392
12.117,56.667,208,47,0.4,2.79835996
12.117,56.667,223,47,1.03333333,2.20032493
12.117,56.667,243,47,2.5,2.81082726
12.117,56.667,29,47,14.73333333,2.0430985
12.117,56.667,77,47,1.33333333,4.00465177
12.12,56.67,121,47,0.85,3.09029543
12.12,56.67,170,47,1.95,2.62856316
12.12,56.67,197,47,0.85,2.78778315
12.12,56.67,225,47,0.7,1.97242274
12.12,56.67,268,47,2,2.52595686
12.12,56.67,289,47,3.3,3.672823
12.12,56.67,310,47,4.2,2.07268315
12.12,56.67,43,47,2.05,3.3985862
12.12,56.67,81,47,0.4,4.07380278
12.12,56.67,9,47,2.5,0
12.12,56.67,120,47,1.55,3.23112913
12.12,56.67,168,47,1.5,2.6915348
12.12,56.67,197,47,1.6,2.78778315
12.12,56.67,231,47,0.55,2.73214265
12.12,56.67,259,47,1,1.98723152
12.12,56.67,281,47,1.25,4.07380278
12.12,56.67,309,47,5.3,2.44524667
12.12,56.67,42,47,11.25,3.41313203
12.12,56.67,78,47,3.65,4.02193952
12.12,56.67,8,47,2.7,0
12.12,56.67,14,47,0.85,0
12.12,56.67,167,47,1.2,2.6915348
12.12,56.67,194,47,0.75,2.71559689
12.12,56.67,229,47,1.1,2.47890268
12.12,56.67,264,47,0.7,2.35338033
12.12,56.67,279,47,1.5,3.72823578
12.12,56.67,306,47,3.2,3.56293723
12.12,56.67,41,47,1.05,3.42767787
12.12,56.67,61,47,4.1,2.67746987
12.12,56.67,76,47,9.85,3.98736401
12.12,56.67,11,47,0.7,0
12.12,56.67,116,47,0.9,3.79446393
12.12,56.67,165,47,0.95,2.6915348
12.12,56.67,194,47,1.3,2.71559689
12.12,56.67,216,47,0.86666667,2.87179271
12.12,56.67,235,47,1.2,3.01161082
12.12,56.67,259,47,1.8,1.98723152
12.12,56.67,271,47,3.35,2.62530363
12.12,56.67,285,47,3.7,3.87331289
12.12,56.67,313,47,3.9,0.95499259
12.12,56.67,39,47,1.05,3.17741092
12.12,56.67,75,47,15,3.97007626
12.12,56.67,83,47,7.23333333,3.94238556
12.12,56.67,10,47,0.8,0
12.12,56.67,122,47,1.55,3.1959461
12.12,56.67,164,47,1.3,2.6915348
12.12,56.67,192,47,0.95,2.6801129
12.12,56.67,228,47,1.2,2.35228269
12.12,56.67,255,47,2.6,1.87368469
12.12,56.67,284,47,3.2,3.92343536
12.12,56.67,312,47,4.6,1.32755611
12.12,56.67,38,47,0.75,3.05227745
12.12,56.67,40,47,0.66666667,3.30254439
12.12,56.67,74,47,18.15,3.95278851
12.12,56.67,154,47,2.66666667,2.77429787
12.12,56.67,237,47,8.66666667,3.03783903
12.167,74.75,202,2250,0.915,1.58203951
12.2117,56.94,255,24,1.6,2.37702051
12.2768,69.045,130,2816,1,0.82153008
12.28,54.48,11,10,0.65,0.44456985
12.28,54.48,123,10,1.4,6.16595002
12.28,54.48,172,10,1.45,5.1778615
12.28,54.48,200,10,2,4.30915511
12.28,54.48,234,10,6.85,5.9223269
12.28,54.48,270,10,5.8,3.77923304
12.28,54.48,291,10,2.2,5.90606592
12.28,54.48,312,10,3.2,3.74084076
12.28,54.48,53,10,1.75,3.14459527
12.28,54.48,79,10,0.75,7.15047013
12.28,54.48,10,10,1.2,0.22228493
12.28,54.48,122,10,2.2,6.16595002
12.28,54.48,171,10,2.35,5.37004079
12.28,54.48,199,10,2.7,4.54450744
12.28,54.48,234,10,2.3,5.9223269
12.28,54.48,262,10,5.05,4.25589999
12.28,54.48,283,10,2.25,5.38015565
12.28,54.48,311,10,3.15,3.80885851
12.28,54.48,51,10,0.9,3.11744535
12.28,54.48,80,10,6.1,7.63938765
12.28,54.48,16,10,0.85,1.55599448
12.28,54.48,169,10,1.2,5.75439937
12.28,54.48,197,10,4.95,5.01521211
12.28,54.48,232,10,3.5,6.09008659
12.28,54.48,260,10,5.5,4.18306111
12.28,54.48,281,10,1.95,5.18800039
12.28,54.48,309,10,8.05,3.94489402
12.28,54.48,51,10,1.25,3.11744535
12.28,54.48,78,10,3.7,6.66155261
12.28,54.48,119,10,1.8,6.16595002
12.28,54.48,14,10,2.05,1.11142463
12.28,54.48,168,10,2.1,5.64031491
12.28,54.48,196,10,2.2,5.25056444
12.28,54.48,238,10,3.4,4.9478344
12.28,54.48,287,10,3.4,5.76446617
12.28,54.48,315,10,2.2,3.19918711
12.28,54.48,48,10,1.15,3.14752524
12.28,54.48,77,10,11.35,6.1726351
12.28,54.48,125,10,1.4,6.16595002
12.28,54.48,13,10,0.95,0.88913971
12.28,54.48,167,10,3.35,5.52623045
12.28,54.48,195,10,1.4,5.48591677
12.28,54.48,230,10,7.85,5.93835973
12.28,54.48,258,10,3,4.11022222
12.28,54.48,286,10,7.5,5.66838854
12.28,54.48,314,10,2.15,3.43600506
12.28,54.48,48,10,0.7,3.14752524
12.28,54.48,76,10,3.9,5.68371758
12.28,69.03,126,2816,6.45,1.28550409
12.288,69.0307,202,2816,0.7,1.12803878
12.2915,69.0307,192,2816,0.301,1.20031721
12.37,54.8,11,1,0.8,0
12.37,54.8,123,1,1.7,3.30159676
12.37,54.8,172,1,2.3,4.46297042
12.37,54.8,200,1,3.05,4.11485291
12.37,54.8,234,1,2.8,3.28867743
12.37,54.8,270,1,2.85,2.6754921
12.37,54.8,291,1,2.95,3.91338029
12.37,54.8,312,1,3,7.39375921
12.37,54.8,53,1,1.55,1.97359933
12.37,54.8,79,1,1.05,3.52123189
12.37,54.8,10,1,1.3,0
12.37,54.8,122,1,2.35,3.1959461
12.37,54.8,171,1,1.85,4.64593773
12.37,54.8,199,1,2.6,4.29420506
12.37,54.8,234,1,1.85,3.28867743
12.37,54.8,262,1,3.25,3.05095313
12.37,54.8,283,1,2.15,4.0464426
12.37,54.8,311,1,2,7.45927309
12.37,54.8,51,1,1.15,1.93953002
12.37,54.8,80,1,9.8,3.47445488
12.37,54.8,16,1,0.85,0
12.37,54.8,169,1,1.8,5.01187234
12.37,54.8,197,1,6.2,4.65290936
12.37,54.8,232,1,3.45,3.11792241
